jobtitle,jobfield,scale_e,scale_i,scale_s,scale_n,scale_t,scale_f,scale_j,scale_p,psychotype,satisfied
IT manager,IT,26,11,27,2,20,12,15,21,ESTP,1
IT manager,IT,13,23,15,15,21,8,20,13,ISTJ,1
IT manager,IT,26,11,10,17,22,13,23,11,ENTJ,1
IT manager,IT,19,19,20,13,19,14,24,8,ESTJ,0
IT manager,IT,10,25,17,13,23,10,20,10,ISTJ,1
IT manager,IT,16,21,14,21,20,11,20,14,INTJ,1
IT manager,IT,13,23,15,20,29,5,19,15,INTJ,1
IT manager,IT,24,14,15,17,17,17,26,10,ENTJ,0
IT manager,IT,11,19,24,14,30,7,28,8,ISTJ,1
IT manager,IT,16,21,8,21,22,13,7,25,INTP,1
IT manager,IT,19,14,21,12,15,14,17,19,ESTP,0
IT manager,IT,24,12,25,8,28,5,17,17,ESTJ,1
IT manager,IT,22,12,9,24,21,14,18,18,ENTJ,0
IT manager,IT,17,16,17,17,27,2,25,7,ESTJ,1
IT manager,IT,10,26,23,10,19,10,29,2,ISTJ,1
IT manager,IT,9,29,13,20,26,8,30,3,INTJ,1
IT manager,IT,30,7,24,10,26,7,28,8,ESTJ,1
IT manager,IT,31,5,9,20,17,19,16,20,ENFP,0
IT manager,IT,13,21,14,18,10,27,20,20,INFJ,0
IT manager,IT,13,21,14,14,19,12,13,24,ISTP,1
IT manager,IT,22,20,26,7,9,24,21,15,ESFJ,1
IT manager,IT,21,17,31,6,17,13,27,8,ESTJ,1
IT manager,IT,19,19,21,7,24,10,18,16,ESTJ,0
IT manager,IT,16,19,17,21,21,18,20,13,INTJ,1
IT manager,IT,18,19,28,10,18,12,20,19,ISTJ,1
IT manager,IT,25,9,32,2,22,16,34,4,ESTJ,1
IT manager,IT,18,18,18,14,25,9,27,11,ESTJ,1
IT manager,IT,23,16,31,7,23,9,26,13,ESTJ,1
PR manager,Advertising and marketing,31,8,26,13,16,17,25,11,ESFJ,1
PR manager,Advertising and marketing,25,13,17,16,16,19,6,31,ESFP,0
PR manager,Advertising and marketing,24,13,20,13,16,14,26,10,ESTJ,1
PR manager,Advertising and marketing,30,4,14,17,16,18,11,22,ENFP,1
PR manager,Advertising and marketing,34,2,13,17,18,12,12,26,ENTP,1
PR manager,Advertising and marketing,24,12,15,16,28,5,24,14,ENTJ,1
PR manager,Advertising and marketing,18,20,16,16,19,14,13,20,ISTP,0
PR manager,Advertising and marketing,19,14,16,19,21,14,22,15,ENTJ,1
PR manager,Advertising and marketing,19,17,9,23,21,15,14,20,ENTP,0
PR manager,Advertising and marketing,20,13,15,15,23,13,14,18,ESTP,0
PR manager,Advertising and marketing,34,1,10,21,14,24,16,18,ENFP,1
PR manager,Advertising and marketing,12,23,23,10,12,13,14,22,ISFP,1
PR manager,Advertising and marketing,23,15,19,16,19,16,22,16,ESTJ,1
PR manager,Advertising and marketing,24,15,12,19,15,17,11,23,ENFP,1
PR manager,Advertising and marketing,28,11,28,10,20,18,24,11,ESTJ,0
PR manager,Advertising and marketing,27,11,11,22,14,19,13,21,ENFP,1
PR manager,Advertising and marketing,12,26,16,11,24,9,29,3,ISTJ,0
PR manager,Advertising and marketing,16,21,12,16,13,20,19,16,INFJ,1
PR manager,Advertising and marketing,28,10,11,20,28,8,25,8,ENTJ,1
PR manager,Advertising and marketing,25,10,23,10,16,17,23,18,ESFJ,1
PR manager,Advertising and marketing,17,17,21,15,21,14,13,20,ESTP,1
PR manager,Advertising and marketing,14,21,7,26,16,24,27,6,INFJ,0
PR manager,Advertising and marketing,32,4,17,16,26,9,16,15,ESTJ,1
PR manager,Advertising and marketing,24,14,10,19,19,13,22,13,ENTJ,1
PR manager,Advertising and marketing,30,6,10,19,20,15,31,5,ENTJ,1
PR manager,Advertising and marketing,12,23,17,14,16,16,32,4,ISTJ,1
PR manager,Advertising and marketing,30,4,13,17,25,6,16,16,ENTJ,1
PR manager,Advertising and marketing,23,15,26,4,23,10,28,7,ESTJ,1
PR manager,Advertising and marketing,24,12,12,16,15,16,29,6,ENFJ,1
PR manager,Advertising and marketing,26,10,11,20,20,13,16,16,ENTJ,1
PR manager,Advertising and marketing,5,31,18,15,14,21,22,11,ISFJ,1
PR manager,Advertising and marketing,25,7,6,31,17,18,13,25,ENFP,1
PR manager,Advertising and marketing,28,9,11,17,16,18,32,6,ENFJ,1
PR manager,Advertising and marketing,14,26,14,20,4,26,25,11,INFJ,0
PR manager,Advertising and marketing,20,17,14,18,11,16,26,8,ENFJ,1
PR manager,Advertising and marketing,8,23,10,24,2,30,5,29,INFP,0
PR manager,Advertising and marketing,28,6,8,27,3,27,11,24,ENFP,1
PR manager,Advertising and marketing,24,14,30,8,28,7,29,6,ESTJ,1
PR manager,Advertising and marketing,14,24,21,10,20,16,27,9,ISTJ,0
PR manager,Advertising and marketing,9,24,23,12,17,18,19,15,ISFJ,0
PR manager,Advertising and marketing,20,14,11,23,14,17,27,10,ENFJ,1
PR manager,Advertising and marketing,14,16,15,20,18,18,15,24,INTP,1
PR manager,Advertising and marketing,30,5,15,23,7,23,14,22,ENFP,1
PR manager,Advertising and marketing,27,10,16,21,21,12,26,8,ENTJ,0
PR manager,Advertising and marketing,22,12,13,25,24,15,9,28,ENTP,1
PR manager,Advertising and marketing,19,14,16,19,16,11,30,8,ENTJ,1
PR manager,Advertising and marketing,22,20,15,19,27,10,26,8,ENTJ,1
PR manager,Advertising and marketing,18,20,17,17,13,19,17,19,ISFP,1
PR manager,Advertising and marketing,32,5,20,12,21,11,16,18,ESTP,1
PR manager,Advertising and marketing,27,10,10,20,28,8,25,8,ENTJ,1
PR manager,Advertising and marketing,15,23,21,18,22,13,16,21,ISTP,1
PR manager,Advertising and marketing,25,12,20,16,24,14,18,17,ESTJ,1
PR manager,Advertising and marketing,20,17,23,13,18,13,17,21,ESTP,1
PR manager,Advertising and marketing,28,7,18,17,16,16,9,26,ESTP,0
PR manager,Advertising and marketing,10,24,10,26,24,10,14,23,INTP,1
PR manager,Advertising and marketing,23,11,4,29,9,25,13,21,ENFP,1
PR manager,Advertising and marketing,23,14,12,27,25,10,26,9,ENTJ,0
PR manager,Advertising and marketing,33,2,12,24,12,23,16,19,ENFP,1
PR manager,Advertising and marketing,27,10,12,23,13,23,13,22,ENFP,0
PR manager,Advertising and marketing,27,9,8,21,13,25,15,20,ENFP,1
PR manager,Advertising and marketing,27,9,22,13,21,18,28,11,ESTJ,1
PR manager,Advertising and marketing,18,23,6,26,24,11,25,10,INTJ,0
PR manager,Advertising and marketing,22,16,10,21,18,21,3,32,ENFP,1
PR manager,Advertising and marketing,29,7,11,17,27,11,15,22,ENTP,1
PR manager,Advertising and marketing,25,13,22,8,22,11,28,11,ESTJ,1
PR manager,Advertising and marketing,23,13,8,25,19,14,9,27,ENTP,1
PR manager,Advertising and marketing,28,9,19,10,27,10,21,11,ESTJ,1
PR manager,Advertising and marketing,34,2,25,7,26,9,32,6,ESTJ,1
PR manager,Advertising and marketing,26,9,12,17,30,12,28,8,ENTJ,0
PR manager,Advertising and marketing,28,9,15,13,23,10,28,5,ESTJ,1
PR manager,Advertising and marketing,21,16,24,15,20,11,32,5,ESTJ,1
PR manager,Advertising and marketing,22,17,12,16,15,20,26,7,ENFJ,1
PR manager,Advertising and marketing,23,7,19,21,14,12,21,9,ENTJ,0
PR manager,Advertising and marketing,21,15,13,19,7,24,19,18,ENFJ,0
PR manager,Advertising and marketing,31,5,11,20,12,24,12,23,ENFP,1
PR manager,Advertising and marketing,24,9,12,22,18,17,19,18,ENTJ,1
PR manager,Advertising and marketing,9,25,23,5,13,15,17,20,ISFP,1
PR manager,Advertising and marketing,26,6,9,21,26,8,10,26,ENTP,1
PR manager,Advertising and marketing,12,25,14,17,15,14,19,17,INTJ,0
PR manager,Advertising and marketing,26,11,10,22,12,19,9,26,ENFP,1
PR manager,Advertising and marketing,18,20,24,9,24,11,8,26,ISTP,1
PR manager,Advertising and marketing,30,6,8,27,6,27,3,32,ENFP,1
PR manager,Advertising and marketing,20,15,23,10,12,22,26,8,ESFJ,0
PR manager,Advertising and marketing,20,12,18,13,13,23,15,22,ESFP,1
PR manager,Advertising and marketing,20,15,10,23,28,14,11,27,ENTP,1
PR manager,Advertising and marketing,25,12,18,22,27,9,11,20,ENTP,1
PR manager,Advertising and marketing,22,16,15,17,27,6,19,16,ENTJ,1
PR manager,Advertising and marketing,16,23,18,13,11,22,28,4,ISFJ,1
PR manager,Advertising and marketing,22,14,22,8,34,4,24,10,ESTJ,1
PR manager,Advertising and marketing,16,15,9,28,18,17,20,13,ENTJ,1
PR manager,Advertising and marketing,23,14,25,7,17,14,22,11,ESTJ,0
PR manager,Advertising and marketing,25,5,9,25,5,25,12,24,ENFP,1
Sales Agent (real estate insurance),Communication sales,31,4,16,20,18,19,10,25,ENFP,1
Sales Agent (real estate insurance),Communication sales,23,11,22,8,22,14,21,18,ESTJ,1
Sales Agent (real estate insurance),Communication sales,30,8,16,15,8,27,28,10,ESFJ,1
Sales Agent (real estate insurance),Communication sales,29,8,19,10,27,5,25,9,ESTJ,1
Sales Agent (real estate insurance),Communication sales,26,12,29,4,23,14,29,4,ESTJ,1
Sales Agent (real estate insurance),Communication sales,10,22,10,27,31,5,19,13,INTJ,0
Sales Agent (real estate insurance),Communication sales,17,16,16,13,31,5,21,16,ESTJ,1
Sales Agent (real estate insurance),Specialists,14,21,13,20,22,14,12,20,INTP,0
Sales Agent (real estate insurance),Communication sales,21,12,26,8,24,8,33,3,ESTJ,1
Sales Agent (real estate insurance),Specialists,19,18,11,17,13,19,17,20,ENFP,1
Sales Agent (real estate insurance),Communication sales,33,6,17,14,30,7,18,17,ESTJ,1
Sales Agent (real estate insurance),Communication sales,27,10,19,13,14,24,28,7,ESFJ,1
Sales Agent (real estate insurance),Specialists,18,16,15,22,15,15,13,21,ENTP,0
Sales Agent (real estate insurance),Communication sales,9,24,9,17,18,18,21,15,INTJ,0
Sales Agent (real estate insurance),Communication sales,20,13,8,19,16,13,8,28,ENTP,1
Sales Agent (real estate insurance),Specialists,23,16,15,14,15,18,25,12,ESFJ,1
Sales Agent (real estate insurance),Specialists,25,10,16,12,21,19,24,7,ESTJ,1
Sales Agent (real estate insurance),Communication sales,33,5,25,8,22,18,21,14,ESTJ,1
Sales Agent (real estate insurance),Communication sales,20,17,21,13,27,11,24,11,ESTJ,1
Sales Agent (real estate insurance),Communication sales,32,3,13,20,11,15,10,25,ENFP,1
Sales Agent (real estate insurance),Specialists,21,14,22,8,32,5,20,14,ESTJ,1
Sales Agent (real estate insurance),Specialists,21,14,27,7,27,5,21,12,ESTJ,1
Sales Agent (real estate insurance),Communication sales,26,8,16,11,20,11,28,7,ESTJ,1
Sales Agent (real estate insurance),Specialists,34,1,23,9,15,13,12,19,ESTP,1
Sales Agent (real estate insurance),Communication sales,26,8,16,16,23,7,5,29,ESTP,1
Sales Agent (real estate insurance),Communication sales,22,11,11,20,26,7,11,24,ENTP,1
Sales Agent (real estate insurance),Communication sales,25,12,17,12,19,10,17,17,ESTJ,1
Sales Agent (real estate insurance),Communication sales,24,14,20,14,27,7,19,16,ESTJ,1
Sales Agent (real estate insurance),Communication sales,35,2,15,19,18,10,22,13,ENTJ,1
Sales Agent (real estate insurance),Communication sales,28,7,18,17,26,11,23,10,ESTJ,1
Sales Agent (real estate insurance),Communication sales,12,24,22,13,11,30,16,16,ISFJ,1
Sales Agent (real estate insurance),Specialists,20,16,8,27,7,26,16,22,ENFP,1
Sales Agent (real estate insurance),Specialists,18,19,30,5,30,8,25,7,ISTJ,1
Sales Agent (real estate insurance),Communication sales,17,18,17,13,25,7,18,9,ISTJ,1
Sales Agent (real estate insurance),Communication sales,24,13,16,13,21,13,28,6,ESTJ,0
Sales Agent (real estate insurance),Communication sales,28,7,13,19,18,14,25,9,ENTJ,1
Sales Agent (real estate insurance),Communication sales,22,17,22,10,24,9,17,16,ESTJ,0
Sales Agent (real estate insurance),Communication sales,25,10,9,20,20,17,9,24,ENTP,1
Sales Agent (real estate insurance),Communication sales,17,18,25,6,31,7,27,7,ISTJ,0
Sales Agent (real estate insurance),Communication sales,23,10,5,25,14,21,15,22,ENFP,1
Sales Agent (real estate insurance),Communication sales,16,22,8,26,9,24,6,27,INFP,1
Sales Agent (real estate insurance),Communication sales,18,19,29,1,30,6,30,5,ISTJ,1
Sales Agent (real estate insurance),Specialists,15,21,27,7,19,19,19,12,ISTJ,0
Sales Agent (real estate insurance),Specialists,28,9,25,7,32,4,27,6,ESTJ,1
Sales Agent (real estate insurance),Specialists,23,15,17,12,20,11,25,14,ESTJ,0
Sales Agent (real estate insurance),Communication sales,16,24,22,13,19,12,29,7,ISTJ,1
Sales Agent (real estate insurance),Specialists,14,21,13,19,16,15,8,29,INTP,0
Sales Agent (real estate insurance),Communication sales,25,13,8,19,17,17,21,16,ENTJ,1
Sales Agent (real estate insurance),Specialists,24,9,23,11,16,16,30,6,ESTJ,1
Sales Agent (real estate insurance),Specialists,6,26,10,18,10,25,23,11,INFJ,0
Sales Agent (real estate insurance),Communication sales,29,8,18,11,13,17,20,16,ESFJ,1
Sales Agent (real estate insurance),Communication sales,32,4,9,25,4,26,26,11,ENFJ,1
Sales Agent (real estate insurance),Communication sales,18,16,30,9,32,2,19,18,ESTJ,0
Sales Agent (real estate insurance),Communication sales,34,3,20,11,26,9,23,12,ESTJ,0
Sales Agent (real estate insurance),Communication sales,15,21,5,26,16,20,23,15,INFJ,1
Sales Agent (real estate insurance),Communication sales,20,11,22,10,30,8,25,6,ESTJ,1
Sales Agent (real estate insurance),Specialists,25,10,15,16,10,19,25,12,ENFJ,0
Sales Agent (real estate insurance),Specialists,15,23,33,8,16,17,29,10,ISFJ,1
Sales Agent (real estate insurance),Specialists,15,22,19,15,21,10,19,16,ISTJ,1
Sales Agent (real estate insurance),Specialists,21,13,20,12,15,16,14,24,ESFP,1
Sales Agent (real estate insurance),Communication sales,27,12,15,14,23,10,32,3,ESTJ,1
Sales Agent (real estate insurance),Communication sales,28,6,18,12,29,9,23,8,ESTJ,1
Sales Agent (real estate insurance),Communication sales,27,11,19,12,27,9,19,13,ESTJ,0
Sales Agent (real estate insurance),Communication sales,19,15,21,12,27,11,5,30,ESTP,1
Sales Agent (real estate insurance),Specialists,30,9,13,17,19,21,24,12,ENFJ,1
Sales Agent (real estate insurance),Communication sales,22,11,12,22,17,15,23,11,ENTJ,1
Sales Agent (real estate insurance),Specialists,21,15,14,21,20,14,10,26,ENTP,0
Sales Agent (real estate insurance),Communication sales,25,9,17,17,29,8,21,12,ESTJ,0
Sales Agent (real estate insurance),Communication sales,18,19,23,10,26,14,15,20,ISTP,1
Sales Agent (real estate insurance),Specialists,17,18,20,12,21,11,25,12,ISTJ,1
Sales Agent (real estate insurance),Communication sales,19,20,14,20,5,23,21,18,INFJ,1
Sales Agent (real estate insurance),Communication sales,32,4,16,18,28,9,12,20,ENTP,1
Sales Agent (real estate insurance),Communication sales,22,12,21,11,28,5,23,11,ESTJ,1
Sales Agent (real estate insurance),Communication sales,26,8,17,18,25,9,3,32,ENTP,1
Sales Agent (real estate insurance),Communication sales,25,11,14,19,18,13,11,23,ENTP,1
Sales Agent (real estate insurance),Specialists,28,8,23,11,15,22,11,22,ESFP,1
Sales Agent (real estate insurance),Specialists,21,19,23,10,28,9,28,11,ESTJ,0
Sales Agent (real estate insurance),Communication sales,12,22,23,8,26,9,34,6,ISTJ,1
Sales Agent (real estate insurance),Communication sales,27,12,19,12,23,12,18,15,ESTJ,1
Sales Agent (real estate insurance),Communication sales,32,5,19,10,23,11,25,9,ESTJ,1
Sales Agent (real estate insurance),Communication sales,29,11,14,18,25,7,11,24,ENTP,1
Sales Agent (real estate insurance),Communication sales,26,10,24,8,25,12,21,13,ESTJ,1
Sales Agent (real estate insurance),Communication sales,28,8,18,12,28,7,26,7,ESTJ,1
Sales Agent (real estate insurance),Communication sales,18,19,24,12,25,12,24,9,ISTJ,1
Sales Agent (real estate insurance),Specialists,22,14,21,15,21,15,25,6,ESTJ,1
Sales Agent (real estate insurance),Specialists,14,23,16,21,13,16,19,15,INFJ,0
System administrator,IT,6,27,18,16,22,12,23,17,ISTJ,0
System administrator,IT,18,18,14,20,16,16,15,22,ENTP,1
System administrator,IT,27,11,11,14,29,8,21,12,ENTJ,1
System administrator,IT,25,8,9,24,16,15,23,12,ENTJ,1
System administrator,IT,19,15,20,20,25,5,17,17,ESTJ,0
System administrator,IT,17,22,22,11,23,11,26,6,ISTJ,1
System administrator,IT,12,26,20,7,25,13,27,5,ISTJ,1
System administrator,IT,26,11,16,15,13,22,26,6,ESFJ,1
System administrator,IT,33,4,18,12,25,8,29,8,ESTJ,1
System administrator,IT,19,16,14,11,23,6,28,6,ESTJ,1
System administrator,IT,18,17,12,24,21,15,22,15,ENTJ,1
System administrator,IT,23,14,23,11,18,11,30,10,ESTJ,1
System administrator,IT,18,20,21,10,26,4,27,8,ISTJ,0
System administrator,IT,17,26,21,11,25,11,33,4,ISTJ,0
System administrator,IT,29,7,21,15,25,7,11,27,ESTP,1
System administrator,IT,20,18,19,8,22,12,30,5,ESTJ,0
System administrator,IT,13,24,17,20,28,9,14,18,INTP,0
System administrator,IT,14,24,31,4,28,9,17,17,ISTJ,0
System administrator,IT,19,19,27,9,28,4,11,26,ESTP,1
System administrator,IT,16,19,16,19,16,17,25,10,INFJ,0
System administrator,IT,24,12,21,15,21,18,23,13,ESTJ,1
System administrator,IT,20,20,21,9,29,4,29,5,ESTJ,1
System administrator,IT,22,13,21,14,26,9,19,16,ESTJ,0
System administrator,IT,23,13,4,28,9,24,12,26,ENFP,0
System administrator,IT,20,16,17,15,23,11,20,11,ESTJ,1
System administrator,IT,14,25,17,20,21,13,20,10,INTJ,0
System administrator,IT,12,23,17,17,24,10,22,12,ISTJ,0
System administrator,IT,20,18,17,15,21,5,21,12,ESTJ,0
System administrator,IT,16,24,16,14,26,9,25,11,ISTJ,1
System administrator,IT,16,23,31,3,34,4,25,11,ISTJ,1
System administrator,IT,11,28,16,14,29,7,18,17,ISTJ,1
System administrator,IT,22,16,16,13,24,11,14,20,ESTP,0
System administrator,IT,18,20,15,15,26,9,26,10,ISTJ,0
System administrator,IT,15,24,26,5,29,4,30,4,ISTJ,1
System administrator,IT,13,23,13,15,26,9,18,19,INTP,0
System administrator,IT,24,11,18,14,20,14,19,20,ESTP,0
System administrator,IT,15,21,13,16,22,11,22,17,INTJ,0
System administrator,IT,18,17,26,5,32,3,23,9,ESTJ,0
System administrator,IT,16,19,23,14,23,8,15,21,ISTP,0
System administrator,IT,11,26,20,12,23,12,15,20,ISTP,1
System administrator,IT,30,3,25,14,13,23,16,19,ESFP,0
System administrator,IT,21,15,16,19,21,14,18,17,ENTJ,1
System administrator,IT,25,15,16,17,24,10,26,8,ENTJ,1
System administrator,IT,22,12,18,15,23,10,26,12,ESTJ,1
System administrator,IT,14,22,10,17,28,9,22,13,INTJ,0
System administrator,IT,26,10,24,4,27,5,30,4,ESTJ,1
System administrator,IT,28,9,9,21,18,16,19,17,ENTJ,1
System administrator,IT,20,21,17,8,21,14,23,9,ISTJ,1
System administrator,IT,20,13,13,17,29,8,23,12,ENTJ,1
System administrator,IT,25,12,20,10,30,4,26,9,ESTJ,1
System administrator,IT,21,11,17,13,16,19,25,11,ESFJ,0
System administrator,IT,12,27,22,13,20,19,19,17,ISTJ,1
System administrator,IT,23,9,17,18,22,10,15,21,ENTP,1
System administrator,IT,28,5,23,10,26,11,16,16,ESTJ,1
System administrator,IT,23,19,18,15,24,5,21,14,ESTJ,0
System administrator,IT,10,21,23,7,21,12,11,26,ISTP,0
System administrator,IT,9,26,24,8,19,12,26,10,ISTJ,0
System administrator,IT,8,30,28,5,16,16,26,6,ISTJ,1
System administrator,IT,26,7,16,14,29,12,13,20,ESTP,1
System administrator,IT,12,22,22,10,33,2,17,18,ISTP,1
System administrator,IT,26,13,15,17,22,13,20,17,ENTJ,1
System administrator,IT,9,27,21,14,28,11,14,23,ISTP,0
System administrator,IT,22,18,16,9,25,7,25,12,ESTJ,1
System administrator,IT,22,16,28,5,28,5,29,7,ESTJ,1
System administrator,IT,17,19,27,7,32,5,19,16,ISTJ,1
System administrator,IT,5,30,31,5,35,6,28,7,ISTJ,0
System administrator,IT,11,22,13,20,0,33,1,32,INFP,0
System administrator,IT,22,21,21,11,29,13,22,10,ESTJ,1
System administrator,IT,6,30,19,15,26,8,29,6,ISTJ,1
System administrator,IT,6,29,18,18,15,18,23,14,ISFJ,1
System administrator,IT,20,18,10,19,17,12,4,30,ENTP,1
System administrator,IT,12,23,25,8,16,25,13,23,ISFP,1
System administrator,IT,16,20,20,9,29,4,30,3,ISTJ,1
System administrator,IT,17,15,17,17,29,4,27,9,ESTJ,1
System administrator,IT,26,10,17,10,28,2,24,10,ESTJ,1
System administrator,IT,16,21,27,8,28,7,19,14,ISTJ,1
System administrator,IT,5,31,26,8,27,7,20,18,ISTJ,0
System administrator,IT,29,5,20,12,20,18,21,14,ESTJ,1
System administrator,IT,16,17,16,23,23,11,23,11,INTJ,1
System administrator,IT,26,12,32,4,22,12,32,5,ESTJ,1
System administrator,IT,8,31,29,8,26,8,23,14,ISTJ,1
System administrator,IT,8,33,16,15,23,5,31,4,ISTJ,1
System administrator,IT,7,31,24,11,18,14,23,14,ISTJ,1
System administrator,IT,6,30,28,9,33,3,34,1,ISTJ,1
System administrator,IT,6,27,27,4,27,5,33,2,ISTJ,0
System administrator,IT,17,13,10,19,25,7,6,28,ENTP,0
System administrator,IT,30,8,8,22,15,20,18,19,ENFP,1
System administrator,IT,3,35,3,28,31,5,9,27,INTP,0
System administrator,IT,23,17,22,12,23,10,26,7,ESTJ,1
System administrator,IT,13,23,13,14,13,18,9,25,INFP,0
System administrator,IT,17,22,15,17,27,7,14,19,INTP,1
System administrator,IT,16,20,18,14,27,6,20,14,ISTJ,0
System administrator,IT,13,21,13,18,31,3,13,24,INTP,0
System administrator,IT,13,26,30,7,22,11,18,18,ISTJ,1
System administrator,IT,2,35,2,36,1,33,1,34,INFP,0
System administrator,IT,29,7,17,11,25,14,29,7,ESTJ,1
System administrator,IT,17,17,24,9,18,15,29,9,ESTJ,1
System administrator,IT,22,16,24,13,24,8,14,20,ESTP,1
System administrator,IT,19,17,28,3,32,3,31,3,ESTJ,1
System administrator,IT,25,12,9,23,20,14,9,27,ENTP,0
System administrator,IT,23,17,17,14,29,5,28,11,ESTJ,1
System administrator,IT,21,16,15,16,19,12,13,26,ENTP,1
System administrator,IT,28,6,14,18,25,9,18,16,ENTJ,1
System administrator,IT,4,33,20,16,6,25,31,2,ISFJ,0
System administrator,IT,28,12,6,25,17,14,8,26,ENTP,1
System administrator,IT,5,30,24,13,12,19,16,22,ISFP,0
System administrator,IT,11,25,23,9,23,6,34,3,ISTJ,0
System administrator,IT,27,9,16,10,9,28,12,21,ESFP,0
System administrator,IT,19,20,19,11,17,17,17,18,ISTP,1
System administrator,IT,20,21,22,13,22,11,28,6,ISTJ,1
System administrator,IT,16,25,18,15,9,18,25,9,ISFJ,1
System administrator,IT,23,14,20,16,27,7,27,11,ESTJ,1
System administrator,IT,22,17,9,24,23,15,25,9,ENTJ,1
System administrator,IT,21,18,8,23,12,25,14,20,ENFP,0
System administrator,IT,21,15,18,16,17,19,21,18,ESFJ,0
System administrator,IT,16,21,24,10,28,6,23,11,ISTJ,1
System administrator,IT,15,16,13,23,21,16,21,15,INTJ,0
System administrator,IT,21,16,19,11,7,25,22,12,ESFJ,1
System administrator,IT,23,16,33,2,35,2,32,3,ESTJ,0
System administrator,IT,23,13,16,16,18,17,14,21,ESTP,0
System administrator,IT,9,24,27,13,4,24,13,25,ISFP,1
System administrator,IT,27,10,21,16,11,23,8,30,ESFP,0
System administrator,IT,7,31,31,7,32,7,11,29,ISTP,0
System administrator,IT,9,29,27,5,30,4,34,2,ISTJ,1
System administrator,IT,21,18,27,4,24,7,25,6,ESTJ,1
System administrator,IT,32,4,18,18,21,10,17,16,ESTJ,0
System administrator,IT,23,12,16,15,0,32,0,31,ESFP,0
System administrator,IT,26,14,20,9,28,7,22,11,ESTJ,0
System administrator,IT,25,14,20,8,29,7,24,9,ESTJ,1
Administrator of the trading floor,Administration,19,19,30,8,29,5,28,5,ESTJ,1
Administrator of the trading floor,Administration,10,29,23,10,6,26,24,10,ISFJ,0
Administrator of the trading floor,Administration,22,11,8,23,34,7,22,14,ENTJ,0
Administrator of the trading floor,Communication sales,8,30,13,23,23,14,26,11,INTJ,0
Administrator of the trading floor,Communication sales,24,10,25,12,18,14,31,6,ESTJ,0
Administrator of the trading floor,Communication sales,23,14,18,12,33,12,26,11,ESTJ,1
Administrator of the trading floor,Administration,9,25,21,17,16,15,17,14,ISTJ,1
Administrator of the trading floor,Administration,18,18,27,10,18,14,29,9,ESTJ,1
Administrator of the trading floor,Administration,27,11,20,13,24,17,23,15,ESTJ,1
